	0
method	seurat_hvg
NMI_cluster/label	0.7800451992034111
ARI_cluster/label	0.742840824997615
ASW_label	0.5847367569804192
ASW_label/batch	0.8900321140367089
PCR_batch	0.8367846698812308
cell_cycle_conservation	
isolated_label_F1	0.823612823674476
isolated_label_silhouette	0.6477891243994236
graph_conn	0.9733081484610197
kBET	0.24525997165553903
iLISI	0.44535850987399744
cLISI	0.9958829438442999
hvg_overlap	0.48225000000000007
trajectory	
