	0
method	harmony_hvg
NMI_cluster/label	0.7389515294630615
ARI_cluster/label	0.570511443384424
ASW_label	0.558083638548851
ASW_label/batch	0.9141422348271235
PCR_batch	0.6246663021603235
cell_cycle_conservation	
isolated_label_F1	0.09778644204700514
isolated_label_silhouette	0.5987438807884852
graph_conn	0.9227328231925602
kBET	0.8293811911238479
iLISI	0.2896893504204943
cLISI	0.9936185542345889
hvg_overlap	1.0
trajectory	
