	0
method	scanvi_hvg
NMI_cluster/label	0.8206077002620219
ARI_cluster/label	0.8280215592750187
ASW_label	0.6003586202859879
ASW_label/batch	0.8454653489235398
PCR_batch	0.5784326525983615
cell_cycle_conservation	
isolated_label_F1	0.10929783056659297
isolated_label_silhouette	0.6602410972118378
graph_conn	0.9596631313709357
kBET	0.803409368861161
iLISI	0.2586016916962932
cLISI	0.9993875992896937
hvg_overlap	1.0
trajectory	
