	0
method	scvi_hvg
NMI_cluster/label	0.7296961521629224
ARI_cluster/label	0.6227116201259777
ASW_label	0.5480130165815353
ASW_label/batch	0.845404953221778
PCR_batch	0.3301853148874082
cell_cycle_conservation	
isolated_label_F1	0.08377647082904018
isolated_label_silhouette	0.6350124105811119
graph_conn	0.9264173670968117
kBET	0.7976569784346053
iLISI	0.2399759212137252
cLISI	0.9956134394754923
hvg_overlap	1.0
trajectory	
