	0
method	scanvi_anglemania
NMI_cluster/label	0.795486069425397
ARI_cluster/label	0.5807667449985258
ASW_label	0.5814629271626472
ASW_label/batch	0.831456825874991
PCR_batch	0.5503217440180358
cell_cycle_conservation	
isolated_label_F1	0.12410261432000562
isolated_label_silhouette	0.638898566365242
graph_conn	0.9566212100034517
kBET	0.7643404329953384
iLISI	0.25928963103083624
cLISI	0.9992400385000878
hvg_overlap	1.0
trajectory	
